Report Date,Borough,Community District,Case Type,Cases,Individuals
06/30/2017,Bronx,1,All Case Types,830,1854
06/30/2017,Bronx,2,All Case Types,447,1015
06/30/2017,Bronx,3,All Case Types,799,1830
06/30/2017,Bronx,4,All Case Types,971,2213
06/30/2017,Bronx,5,All Case Types,902,2030
06/30/2017,Bronx,6,All Case Types,689,1645
06/30/2017,Bronx,7,All Case Types,670,1518
06/30/2017,Bronx,8,All Case Types,178,363
06/30/2017,Bronx,9,All Case Types,833,1951
06/30/2017,Bronx,10,All Case Types,239,512
06/30/2017,Bronx,11,All Case Types,352,788
06/30/2017,Bronx,12,All Case Types,800,1752
06/30/2017,Bronx,Unknown CD,All Case Types,1463,3081
06/30/2017,Brooklyn,1,All Case Types,254,504
06/30/2017,Brooklyn,2,All Case Types,257,471
06/30/2017,Brooklyn,3,All Case Types,1003,2064
06/30/2017,Brooklyn,4,All Case Types,424,928
06/30/2017,Brooklyn,5,All Case Types,1170,2663
06/30/2017,Brooklyn,6,All Case Types,153,314
06/30/2017,Brooklyn,7,All Case Types,119,264
06/30/2017,Brooklyn,8,All Case Types,471,973
06/30/2017,Brooklyn,9,All Case Types,287,598
06/30/2017,Brooklyn,10,All Case Types,62,114
06/30/2017,Brooklyn,11,All Case Types,84,156
06/30/2017,Brooklyn,12,All Case Types,87,165
06/30/2017,Brooklyn,13,All Case Types,198,444
06/30/2017,Brooklyn,14,All Case Types,276,550
06/30/2017,Brooklyn,15,All Case Types,101,200
06/30/2017,Brooklyn,16,All Case Types,783,1724
06/30/2017,Brooklyn,17,All Case Types,589,1228
06/30/2017,Brooklyn,18,All Case Types,366,796
06/30/2017,Brooklyn,Unknown CD,All Case Types,1088,2015
06/30/2017,Manhattan,1,All Case Types,197,456
06/30/2017,Manhattan,2,All Case Types,29,36
06/30/2017,Manhattan,3,All Case Types,356,704
06/30/2017,Manhattan,4,All Case Types,182,285
06/30/2017,Manhattan,5,All Case Types,137,172
06/30/2017,Manhattan,6,All Case Types,102,138
06/30/2017,Manhattan,7,All Case Types,214,396
06/30/2017,Manhattan,8,All Case Types,60,92
06/30/2017,Manhattan,9,All Case Types,409,760
06/30/2017,Manhattan,10,All Case Types,795,1596
06/30/2017,Manhattan,11,All Case Types,808,1574
06/30/2017,Manhattan,12,All Case Types,420,842
06/30/2017,Manhattan,Unknown CD,All Case Types,1542,2300
06/30/2017,Queens,1,All Case Types,477,733
06/30/2017,Queens,2,All Case Types,190,255
06/30/2017,Queens,3,All Case Types,157,309
06/30/2017,Queens,4,All Case Types,142,314
06/30/2017,Queens,5,All Case Types,137,315
06/30/2017,Queens,6,All Case Types,28,37
06/30/2017,Queens,7,All Case Types,89,160
06/30/2017,Queens,8,All Case Types,123,222
06/30/2017,Queens,9,All Case Types,170,326
06/30/2017,Queens,10,All Case Types,133,285
06/30/2017,Queens,11,All Case Types,16,21
06/30/2017,Queens,12,All Case Types,828,1761
06/30/2017,Queens,13,All Case Types,291,610
06/30/2017,Queens,14,All Case Types,444,948
06/30/2017,Queens,Unknown CD,All Case Types,806,1562
06/30/2017,Staten Island,1,All Case Types,390,912
06/30/2017,Staten Island,2,All Case Types,58,122
06/30/2017,Staten Island,3,All Case Types,34,66
06/30/2017,Staten Island,Unknown CD,All Case Types,73,154
05/31/2017,Bronx,1,All Case Types,809,1866
05/31/2017,Bronx,2,All Case Types,453,1035
05/31/2017,Bronx,3,All Case Types,812,1879
05/31/2017,Bronx,4,All Case Types,963,2186
05/31/2017,Bronx,5,All Case Types,911,2059
05/31/2017,Bronx,6,All Case Types,699,1687
05/31/2017,Bronx,7,All Case Types,674,1534
05/31/2017,Bronx,8,All Case Types,179,359
05/31/2017,Bronx,9,All Case Types,858,1978
05/31/2017,Bronx,10,All Case Types,226,485
05/31/2017,Bronx,11,All Case Types,346,788
05/31/2017,Bronx,12,All Case Types,778,1720
05/31/2017,Bronx,Unknown CD,All Case Types,1509,3139
05/31/2017,Brooklyn,1,All Case Types,269,536
05/31/2017,Brooklyn,2,All Case Types,266,472
05/31/2017,Brooklyn,3,All Case Types,1045,2138
05/31/2017,Brooklyn,4,All Case Types,445,955
05/31/2017,Brooklyn,5,All Case Types,1199,2716
05/31/2017,Brooklyn,6,All Case Types,150,308
05/31/2017,Brooklyn,7,All Case Types,122,264
05/31/2017,Brooklyn,8,All Case Types,477,972
05/31/2017,Brooklyn,9,All Case Types,282,583
05/31/2017,Brooklyn,10,All Case Types,59,108
05/31/2017,Brooklyn,11,All Case Types,81,156
05/31/2017,Brooklyn,12,All Case Types,94,175
05/31/2017,Brooklyn,13,All Case Types,196,421
05/31/2017,Brooklyn,14,All Case Types,277,553
05/31/2017,Brooklyn,15,All Case Types,101,198
05/31/2017,Brooklyn,16,All Case Types,812,1756
05/31/2017,Brooklyn,17,All Case Types,595,1234
05/31/2017,Brooklyn,18,All Case Types,364,789
05/31/2017,Brooklyn,Unknown CD,All Case Types,1133,2067
05/31/2017,Manhattan,1,All Case Types,188,436
05/31/2017,Manhattan,2,All Case Types,32,41
05/31/2017,Manhattan,3,All Case Types,359,697
05/31/2017,Manhattan,4,All Case Types,186,290
05/31/2017,Manhattan,5,All Case Types,136,167
05/31/2017,Manhattan,6,All Case Types,98,134
05/31/2017,Manhattan,7,All Case Types,216,420
05/31/2017,Manhattan,8,All Case Types,66,101
05/31/2017,Manhattan,9,All Case Types,395,739
05/31/2017,Manhattan,10,All Case Types,797,1582
05/31/2017,Manhattan,11,All Case Types,816,1580
05/31/2017,Manhattan,12,All Case Types,408,807
05/31/2017,Manhattan,Unknown CD,All Case Types,1559,2298
05/31/2017,Queens,1,All Case Types,479,732
05/31/2017,Queens,2,All Case Types,189,245
05/31/2017,Queens,3,All Case Types,155,312
05/31/2017,Queens,4,All Case Types,136,299
05/31/2017,Queens,5,All Case Types,151,343
05/31/2017,Queens,6,All Case Types,28,39
05/31/2017,Queens,7,All Case Types,97,166
05/31/2017,Queens,8,All Case Types,110,200
05/31/2017,Queens,9,All Case Types,175,350
05/31/2017,Queens,10,All Case Types,140,316
05/31/2017,Queens,11,All Case Types,13,17
05/31/2017,Queens,12,All Case Types,822,1748
05/31/2017,Queens,13,All Case Types,287,605
05/31/2017,Queens,14,All Case Types,450,956
05/31/2017,Queens,Unknown CD,All Case Types,816,1567
05/31/2017,Staten Island,1,All Case Types,388,880
05/31/2017,Staten Island,2,All Case Types,51,106
05/31/2017,Staten Island,3,All Case Types,38,67
05/31/2017,Staten Island,Unknown CD,All Case Types,78,158
04/30/2017,Bronx,1,All Case Types,816,1908
04/30/2017,Bronx,2,All Case Types,456,1037
04/30/2017,Bronx,3,All Case Types,824,1889
04/30/2017,Bronx,4,All Case Types,968,2213
04/30/2017,Bronx,5,All Case Types,918,2078
04/30/2017,Bronx,6,All Case Types,680,1654
04/30/2017,Bronx,7,All Case Types,668,1525
04/30/2017,Bronx,8,All Case Types,173,358
04/30/2017,Bronx,9,All Case Types,833,1928
04/30/2017,Bronx,10,All Case Types,220,486
04/30/2017,Bronx,11,All Case Types,340,790
04/30/2017,Bronx,12,All Case Types,777,1745
04/30/2017,Bronx,Unknown CD,All Case Types,1494,3126
04/30/2017,Brooklyn,1,All Case Types,275,560
04/30/2017,Brooklyn,2,All Case Types,250,437
04/30/2017,Brooklyn,3,All Case Types,1015,2095
04/30/2017,Brooklyn,4,All Case Types,447,961
04/30/2017,Brooklyn,5,All Case Types,1189,2722
04/30/2017,Brooklyn,6,All Case Types,153,319
04/30/2017,Brooklyn,7,All Case Types,129,287
04/30/2017,Brooklyn,8,All Case Types,479,988
04/30/2017,Brooklyn,9,All Case Types,279,577
04/30/2017,Brooklyn,10,All Case Types,58,105
04/30/2017,Brooklyn,11,All Case Types,90,173
04/30/2017,Brooklyn,12,All Case Types,86,157
04/30/2017,Brooklyn,13,All Case Types,200,428
04/30/2017,Brooklyn,14,All Case Types,274,568
04/30/2017,Brooklyn,15,All Case Types,103,209
04/30/2017,Brooklyn,16,All Case Types,810,1761
04/30/2017,Brooklyn,17,All Case Types,594,1273
04/30/2017,Brooklyn,18,All Case Types,360,788
04/30/2017,Brooklyn,Unknown CD,All Case Types,1151,2129
04/30/2017,Manhattan,1,All Case Types,191,440
04/30/2017,Manhattan,2,All Case Types,34,43
04/30/2017,Manhattan,3,All Case Types,367,712
04/30/2017,Manhattan,4,All Case Types,195,294
04/30/2017,Manhattan,5,All Case Types,126,157
04/30/2017,Manhattan,6,All Case Types,96,137
04/30/2017,Manhattan,7,All Case Types,224,427
04/30/2017,Manhattan,8,All Case Types,62,93
04/30/2017,Manhattan,9,All Case Types,397,745
04/30/2017,Manhattan,10,All Case Types,797,1595
04/30/2017,Manhattan,11,All Case Types,820,1581
04/30/2017,Manhattan,12,All Case Types,405,816
04/30/2017,Manhattan,Unknown CD,All Case Types,1516,2243
04/30/2017,Queens,1,All Case Types,481,736
04/30/2017,Queens,2,All Case Types,175,228
04/30/2017,Queens,3,All Case Types,158,310
04/30/2017,Queens,4,All Case Types,127,285
04/30/2017,Queens,5,All Case Types,144,334
04/30/2017,Queens,6,All Case Types,26,39
04/30/2017,Queens,7,All Case Types,98,173
04/30/2017,Queens,8,All Case Types,119,218
04/30/2017,Queens,9,All Case Types,173,347
04/30/2017,Queens,10,All Case Types,143,319
04/30/2017,Queens,11,All Case Types,13,18
04/30/2017,Queens,12,All Case Types,823,1753
04/30/2017,Queens,13,All Case Types,296,626
04/30/2017,Queens,14,All Case Types,457,980
04/30/2017,Queens,Unknown CD,All Case Types,815,1550
04/30/2017,Staten Island,1,All Case Types,386,896
04/30/2017,Staten Island,2,All Case Types,57,116
04/30/2017,Staten Island,3,All Case Types,37,68
04/30/2017,Staten Island,Unknown CD,All Case Types,76,165
05/31/2020,Brooklyn,18,All Case Types,387,741
05/31/2020,Brooklyn,Unknown CD,All Case Types,1397,2287
05/31/2020,Manhattan,1,All Case Types,265,509
05/31/2020,Manhattan,2,All Case Types,33,44
05/31/2020,Manhattan,3,All Case Types,339,591
05/31/2020,Manhattan,4,All Case Types,203,300
05/31/2020,Manhattan,5,All Case Types,99,145
05/31/2020,Manhattan,6,All Case Types,123,139
05/31/2020,Manhattan,7,All Case Types,208,318
05/31/2020,Manhattan,8,All Case Types,72,111
05/31/2020,Manhattan,9,All Case Types,374,667
05/31/2020,Manhattan,10,All Case Types,757,1347
05/31/2020,Manhattan,11,All Case Types,745,1303
05/31/2020,Manhattan,12,All Case Types,378,673
05/31/2020,Manhattan,Unknown CD,All Case Types,2407,3087
05/31/2020,Queens,1,All Case Types,556,725
05/31/2020,Queens,2,All Case Types,285,356
05/31/2020,Queens,3,All Case Types,163,291
05/31/2020,Queens,4,All Case Types,119,215
05/31/2020,Queens,5,All Case Types,121,209
05/31/2020,Queens,6,All Case Types,42,69
05/31/2020,Queens,7,All Case Types,112,192
05/31/2020,Queens,8,All Case Types,162,276
05/31/2020,Queens,9,All Case Types,167,298
05/31/2020,Queens,10,All Case Types,138,247
05/31/2020,Queens,11,All Case Types,24,34
12/31/2019,Bronx,1,All Case Types,898,2026
12/31/2019,Bronx,2,All Case Types,441,1031
12/31/2019,Bronx,3,All Case Types,822,1930
12/31/2019,Bronx,4,All Case Types,973,2213
12/31/2019,Bronx,5,All Case Types,888,2029
12/31/2019,Bronx,6,All Case Types,708,1631
12/31/2019,Bronx,7,All Case Types,635,1370
12/31/2019,Bronx,8,All Case Types,166,331
12/31/2019,Bronx,9,All Case Types,849,1940
12/31/2019,Bronx,10,All Case Types,246,554
12/31/2019,Bronx,11,All Case Types,381,801
12/31/2019,Bronx,12,All Case Types,854,1911
12/31/2019,Bronx,Unknown CD,All Case Types,1636,2893
12/31/2019,Brooklyn,1,All Case Types,243,466
12/31/2019,Brooklyn,2,All Case Types,271,440
12/31/2019,Brooklyn,3,All Case Types,918,1759
12/31/2019,Brooklyn,4,All Case Types,387,748
12/31/2019,Brooklyn,5,All Case Types,1270,2653
12/31/2019,Brooklyn,6,All Case Types,133,251
12/31/2019,Brooklyn,7,All Case Types,114,219
12/31/2019,Brooklyn,8,All Case Types,418,744
12/31/2019,Brooklyn,9,All Case Types,342,603
12/31/2019,Brooklyn,10,All Case Types,66,122
12/31/2019,Brooklyn,11,All Case Types,104,212
12/31/2019,Brooklyn,12,All Case Types,92,159
12/31/2019,Brooklyn,13,All Case Types,226,457
12/31/2019,Brooklyn,14,All Case Types,292,518
12/31/2019,Brooklyn,15,All Case Types,106,178
12/31/2019,Brooklyn,16,All Case Types,757,1571
12/31/2019,Brooklyn,17,All Case Types,636,1270
12/31/2019,Brooklyn,18,All Case Types,411,822
12/31/2019,Brooklyn,Unknown CD,All Case Types,1295,2226
12/31/2019,Manhattan,1,All Case Types,235,475
12/31/2019,Manhattan,2,All Case Types,32,46
12/31/2019,Manhattan,3,All Case Types,342,615
12/31/2019,Manhattan,4,All Case Types,210,307
12/31/2019,Manhattan,5,All Case Types,84,126
12/31/2019,Manhattan,6,All Case Types,111,128
12/31/2019,Manhattan,7,All Case Types,206,329
12/31/2019,Manhattan,8,All Case Types,85,132
12/31/2019,Manhattan,9,All Case Types,380,709
12/31/2019,Manhattan,10,All Case Types,787,1444
12/31/2019,Manhattan,11,All Case Types,745,1362
12/31/2019,Manhattan,12,All Case Types,395,731
12/31/2019,Manhattan,Unknown CD,All Case Types,2057,2774
12/31/2019,Queens,1,All Case Types,507,672
12/31/2019,Queens,2,All Case Types,276,373
12/31/2019,Queens,3,All Case Types,148,273
12/31/2019,Queens,4,All Case Types,131,247
12/31/2019,Queens,5,All Case Types,118,211
12/31/2019,Queens,6,All Case Types,40,67
12/31/2019,Queens,7,All Case Types,127,236
12/31/2019,Queens,8,All Case Types,172,298
12/31/2019,Queens,9,All Case Types,166,312
12/31/2019,Queens,10,All Case Types,131,254
12/31/2019,Queens,11,All Case Types,17,30
12/31/2019,Queens,12,All Case Types,902,1827
12/31/2019,Queens,13,All Case Types,355,712
12/31/2019,Queens,14,All Case Types,496,1070
12/31/2019,Queens,Unknown CD,All Case Types,1021,1760
12/31/2019,Staten Island,1,All Case Types,419,958
12/31/2019,Staten Island,2,All Case Types,55,101
12/31/2019,Staten Island,3,All Case Types,30,62
12/31/2019,Staten Island,Unknown CD,All Case Types,87,158
05/31/2020,Queens,12,All Case Types,833,1610
05/31/2020,Queens,13,All Case Types,350,659
05/31/2020,Queens,14,All Case Types,498,1006
05/31/2020,Queens,Unknown CD,All Case Types,1063,1783
05/31/2020,Staten Island,1,All Case Types,397,818
05/31/2020,Staten Island,2,All Case Types,53,81
05/31/2020,Staten Island,3,All Case Types,26,50
05/31/2020,Staten Island,Unknown CD,All Case Types,90,154
06/30/2020,Bronx,11,All Case Types,343,671
06/30/2020,Bronx,12,All Case Types,838,1803
01/31/2020,Bronx,1,All Case Types,921,2051
01/31/2020,Bronx,2,All Case Types,451,1037
01/31/2020,Bronx,3,All Case Types,837,1969
01/31/2020,Bronx,4,All Case Types,976,2210
01/31/2020,Bronx,5,All Case Types,903,2026
01/31/2020,Bronx,6,All Case Types,700,1643
01/31/2020,Bronx,7,All Case Types,630,1371
01/31/2020,Bronx,8,All Case Types,171,334
01/31/2020,Bronx,9,All Case Types,842,1895
01/31/2020,Bronx,10,All Case Types,243,529
01/31/2020,Bronx,11,All Case Types,382,806
01/31/2020,Bronx,12,All Case Types,881,1933
01/31/2020,Bronx,Unknown CD,All Case Types,1678,2934
01/31/2020,Brooklyn,1,All Case Types,236,440
01/31/2020,Brooklyn,2,All Case Types,281,451
01/31/2020,Brooklyn,3,All Case Types,916,1742
01/31/2020,Brooklyn,4,All Case Types,382,732
01/31/2020,Brooklyn,5,All Case Types,1277,2642
01/31/2020,Brooklyn,6,All Case Types,152,291
01/31/2020,Brooklyn,7,All Case Types,117,221
01/31/2020,Brooklyn,8,All Case Types,428,784
01/31/2020,Brooklyn,9,All Case Types,356,603
01/31/2020,Brooklyn,10,All Case Types,66,129
01/31/2020,Brooklyn,11,All Case Types,106,208
01/31/2020,Brooklyn,12,All Case Types,91,160
01/31/2020,Brooklyn,13,All Case Types,231,463
01/31/2020,Brooklyn,14,All Case Types,297,532
01/31/2020,Brooklyn,15,All Case Types,106,178
01/31/2020,Brooklyn,16,All Case Types,755,1589
01/31/2020,Brooklyn,17,All Case Types,630,1249
01/31/2020,Brooklyn,18,All Case Types,414,825
01/31/2020,Brooklyn,Unknown CD,All Case Types,1366,2284
01/31/2020,Manhattan,1,All Case Types,247,497
01/31/2020,Manhattan,2,All Case Types,35,48
01/31/2020,Manhattan,3,All Case Types,364,636
01/31/2020,Manhattan,4,All Case Types,200,296
01/31/2020,Manhattan,5,All Case Types,87,131
01/31/2020,Manhattan,6,All Case Types,111,133
01/31/2020,Manhattan,7,All Case Types,189,304
01/31/2020,Manhattan,8,All Case Types,86,131
01/31/2020,Manhattan,9,All Case Types,390,716
01/31/2020,Manhattan,10,All Case Types,802,1458
01/31/2020,Manhattan,11,All Case Types,769,1382
01/31/2020,Manhattan,12,All Case Types,391,706
01/31/2020,Manhattan,Unknown CD,All Case Types,2132,2846
01/31/2020,Queens,1,All Case Types,531,702
01/31/2020,Queens,2,All Case Types,294,380
01/31/2020,Queens,3,All Case Types,153,277
01/31/2020,Queens,4,All Case Types,130,238
01/31/2020,Queens,5,All Case Types,121,213
01/31/2020,Queens,6,All Case Types,43,73
01/31/2020,Queens,7,All Case Types,125,227
01/31/2020,Queens,8,All Case Types,182,312
01/31/2020,Queens,9,All Case Types,176,326
01/31/2020,Queens,10,All Case Types,136,261
01/31/2020,Queens,11,All Case Types,20,35
01/31/2020,Queens,12,All Case Types,904,1808
01/31/2020,Queens,13,All Case Types,366,724
01/31/2020,Queens,14,All Case Types,527,1120
01/31/2020,Queens,Unknown CD,All Case Types,1049,1804
01/31/2020,Staten Island,1,All Case Types,422,946
01/31/2020,Staten Island,2,All Case Types,64,110
01/31/2020,Staten Island,3,All Case Types,29,57
01/31/2020,Staten Island,Unknown CD,All Case Types,96,175
06/30/2020,Bronx,1,All Case Types,861,1870
06/30/2020,Bronx,2,All Case Types,409,905
06/30/2020,Bronx,3,All Case Types,794,1860
06/30/2020,Bronx,4,All Case Types,925,2063
06/30/2020,Bronx,5,All Case Types,842,1845
06/30/2020,Bronx,6,All Case Types,676,1470
06/30/2020,Bronx,7,All Case Types,600,1247
06/30/2020,Bronx,8,All Case Types,150,281
06/30/2020,Bronx,9,All Case Types,780,1713
06/30/2020,Bronx,10,All Case Types,232,483
06/30/2020,Bronx,Unknown CD,All Case Types,1720,2990
06/30/2020,Brooklyn,1,All Case Types,222,397
06/30/2020,Brooklyn,2,All Case Types,252,410
06/30/2020,Brooklyn,3,All Case Types,835,1544
06/30/2020,Brooklyn,4,All Case Types,334,645
06/30/2020,Brooklyn,5,All Case Types,1119,2288
06/30/2020,Brooklyn,6,All Case Types,150,269
06/30/2020,Brooklyn,7,All Case Types,109,201
06/30/2020,Brooklyn,8,All Case Types,399,726
06/30/2020,Brooklyn,9,All Case Types,320,553
06/30/2020,Brooklyn,10,All Case Types,64,111
06/30/2020,Brooklyn,11,All Case Types,93,183
06/30/2020,Brooklyn,12,All Case Types,88,146
06/30/2020,Brooklyn,13,All Case Types,208,409
06/30/2020,Brooklyn,14,All Case Types,267,461
06/30/2020,Brooklyn,15,All Case Types,90,165
06/30/2020,Brooklyn,16,All Case Types,758,1569
06/30/2020,Brooklyn,17,All Case Types,576,1106
06/30/2020,Brooklyn,18,All Case Types,381,733
06/30/2020,Brooklyn,Unknown CD,All Case Types,1432,2315
06/30/2020,Manhattan,1,All Case Types,271,513
06/30/2020,Manhattan,2,All Case Types,31,41
06/30/2020,Manhattan,3,All Case Types,334,580
06/30/2020,Manhattan,4,All Case Types,197,296
06/30/2020,Manhattan,5,All Case Types,98,145
06/30/2020,Manhattan,6,All Case Types,125,147
06/30/2020,Manhattan,7,All Case Types,199,303
06/30/2020,Manhattan,8,All Case Types,72,109
06/30/2020,Manhattan,9,All Case Types,379,656
06/30/2020,Manhattan,10,All Case Types,743,1334
06/30/2020,Manhattan,11,All Case Types,755,1307
06/30/2020,Manhattan,12,All Case Types,362,647
06/30/2020,Manhattan,Unknown CD,All Case Types,2470,3187
06/30/2020,Queens,1,All Case Types,552,713
06/30/2020,Queens,2,All Case Types,287,361
06/30/2020,Queens,3,All Case Types,162,290
06/30/2020,Queens,4,All Case Types,117,209
06/30/2020,Queens,5,All Case Types,119,200
06/30/2020,Queens,6,All Case Types,39,67
06/30/2020,Queens,7,All Case Types,108,187
06/30/2020,Queens,8,All Case Types,161,280
06/30/2020,Queens,9,All Case Types,165,286
06/30/2020,Queens,10,All Case Types,137,243
06/30/2020,Queens,11,All Case Types,20,27
06/30/2020,Queens,12,All Case Types,825,1590
06/30/2020,Queens,13,All Case Types,348,656
06/30/2020,Queens,14,All Case Types,488,964
06/30/2020,Queens,Unknown CD,All Case Types,1069,1775
06/30/2020,Staten Island,1,All Case Types,377,776
06/30/2020,Staten Island,2,All Case Types,48,73
06/30/2020,Staten Island,3,All Case Types,29,53
06/30/2020,Staten Island,Unknown CD,All Case Types,88,149
07/31/2020,Bronx,1,All Case Types,877,1926
07/31/2020,Bronx,2,All Case Types,426,912
07/31/2020,Bronx,3,All Case Types,787,1810
07/31/2020,Bronx,4,All Case Types,936,2053
07/31/2020,Bronx,5,All Case Types,845,1859
07/31/2020,Bronx,6,All Case Types,680,1460
07/31/2020,Bronx,7,All Case Types,588,1225
07/31/2020,Bronx,8,All Case Types,151,283
07/31/2020,Bronx,9,All Case Types,777,1716
07/31/2020,Bronx,10,All Case Types,228,474
07/31/2020,Bronx,11,All Case Types,341,674
07/31/2020,Bronx,12,All Case Types,839,1791
07/31/2020,Bronx,Unknown CD,All Case Types,1716,2989
07/31/2020,Brooklyn,1,All Case Types,222,385
07/31/2020,Brooklyn,2,All Case Types,255,418
07/31/2020,Brooklyn,3,All Case Types,846,1568
07/31/2020,Brooklyn,4,All Case Types,346,658
07/31/2020,Brooklyn,5,All Case Types,1089,2180
07/31/2020,Brooklyn,6,All Case Types,154,275
07/31/2020,Brooklyn,7,All Case Types,108,191
07/31/2020,Brooklyn,8,All Case Types,388,705
07/31/2020,Brooklyn,9,All Case Types,325,551
07/31/2020,Brooklyn,10,All Case Types,69,121
07/31/2020,Brooklyn,11,All Case Types,90,183
07/31/2020,Brooklyn,12,All Case Types,82,139
07/31/2020,Brooklyn,13,All Case Types,210,414
07/31/2020,Brooklyn,14,All Case Types,263,453
07/31/2020,Brooklyn,15,All Case Types,90,152
07/31/2020,Brooklyn,16,All Case Types,733,1494
07/31/2020,Brooklyn,17,All Case Types,564,1078
07/31/2020,Brooklyn,18,All Case Types,378,743
07/31/2020,Brooklyn,Unknown CD,All Case Types,1424,2297
07/31/2020,Manhattan,1,All Case Types,266,504
07/31/2020,Manhattan,2,All Case Types,31,41
07/31/2020,Manhattan,3,All Case Types,324,532
07/31/2020,Manhattan,4,All Case Types,201,304
07/31/2020,Manhattan,5,All Case Types,98,138
07/31/2020,Manhattan,6,All Case Types,121,139
07/31/2020,Manhattan,7,All Case Types,195,303
07/31/2020,Manhattan,8,All Case Types,73,109
07/31/2020,Manhattan,9,All Case Types,381,653
07/31/2020,Manhattan,10,All Case Types,755,1325
07/31/2020,Manhattan,11,All Case Types,742,1301
07/31/2020,Manhattan,12,All Case Types,354,638
07/31/2020,Manhattan,Unknown CD,All Case Types,2462,3143
07/31/2020,Queens,1,All Case Types,539,704
07/31/2020,Queens,2,All Case Types,285,356
07/31/2020,Queens,3,All Case Types,159,283
07/31/2020,Queens,4,All Case Types,107,184
07/31/2020,Queens,5,All Case Types,112,190
07/31/2020,Queens,6,All Case Types,38,66
07/31/2020,Queens,7,All Case Types,105,189
07/31/2020,Queens,8,All Case Types,163,273
07/31/2020,Queens,9,All Case Types,175,304
07/31/2020,Queens,10,All Case Types,137,242
07/31/2020,Queens,11,All Case Types,18,25
07/31/2020,Queens,12,All Case Types,829,1580
07/31/2020,Queens,13,All Case Types,350,639
07/31/2020,Queens,14,All Case Types,489,984
07/31/2020,Queens,Unknown CD,All Case Types,1047,1742
07/31/2020,Staten Island,1,All Case Types,363,753
07/31/2020,Staten Island,2,All Case Types,46,72
07/31/2020,Staten Island,3,All Case Types,25,45
07/31/2020,Staten Island,Unknown CD,All Case Types,85,138
08/31/2020,Bronx,1,All Case Types,870,1903
08/31/2020,Bronx,2,All Case Types,412,877
08/31/2020,Bronx,3,All Case Types,804,1857
08/31/2020,Bronx,4,All Case Types,917,2018
08/31/2020,Bronx,5,All Case Types,841,1807
08/31/2020,Bronx,6,All Case Types,683,1457
08/31/2020,Bronx,7,All Case Types,595,1224
08/31/2020,Bronx,8,All Case Types,154,279
08/31/2020,Bronx,9,All Case Types,776,1718
08/31/2020,Bronx,10,All Case Types,231,482
08/31/2020,Bronx,11,All Case Types,335,653
08/31/2020,Bronx,12,All Case Types,837,1766
08/31/2020,Bronx,Unknown CD,All Case Types,1730,2991
08/31/2020,Brooklyn,1,All Case Types,209,360
08/31/2020,Brooklyn,2,All Case Types,254,405
08/31/2020,Brooklyn,3,All Case Types,847,1545
08/31/2020,Brooklyn,4,All Case Types,335,641
08/31/2020,Brooklyn,5,All Case Types,1069,2122
08/31/2020,Brooklyn,6,All Case Types,148,257
08/31/2020,Brooklyn,7,All Case Types,95,173
08/31/2020,Brooklyn,8,All Case Types,392,699
08/31/2020,Brooklyn,9,All Case Types,339,572
08/31/2020,Brooklyn,10,All Case Types,70,119
08/31/2020,Brooklyn,11,All Case Types,93,181
08/31/2020,Brooklyn,12,All Case Types,85,142
08/31/2020,Brooklyn,13,All Case Types,207,407
08/31/2020,Brooklyn,14,All Case Types,277,472
08/31/2020,Brooklyn,15,All Case Types,90,149
08/31/2020,Brooklyn,16,All Case Types,741,1489
08/31/2020,Brooklyn,17,All Case Types,579,1083
08/31/2020,Brooklyn,18,All Case Types,389,771
08/31/2020,Brooklyn,Unknown CD,All Case Types,1443,2290
08/31/2020,Manhattan,1,All Case Types,282,516
08/31/2020,Manhattan,2,All Case Types,29,36
08/31/2020,Manhattan,3,All Case Types,332,544
08/31/2020,Manhattan,4,All Case Types,201,304
08/31/2020,Manhattan,5,All Case Types,93,135
08/31/2020,Manhattan,6,All Case Types,123,143
08/31/2020,Manhattan,7,All Case Types,204,312
08/31/2020,Manhattan,8,All Case Types,75,104
08/31/2020,Manhattan,9,All Case Types,377,646
08/31/2020,Manhattan,10,All Case Types,746,1305
08/31/2020,Manhattan,11,All Case Types,749,1310
08/31/2020,Manhattan,12,All Case Types,358,633
08/31/2020,Manhattan,Unknown CD,All Case Types,2485,3145
08/31/2020,Queens,1,All Case Types,540,710
08/31/2020,Queens,2,All Case Types,283,363
08/31/2020,Queens,3,All Case Types,168,290
08/31/2020,Queens,4,All Case Types,111,182
08/31/2020,Queens,5,All Case Types,117,195
08/31/2020,Queens,6,All Case Types,43,77
08/31/2020,Queens,7,All Case Types,104,187
08/31/2020,Queens,8,All Case Types,160,267
08/31/2020,Queens,9,All Case Types,176,294
08/31/2020,Queens,10,All Case Types,138,241
08/31/2020,Queens,11,All Case Types,21,28
08/31/2020,Queens,12,All Case Types,811,1530
08/31/2020,Queens,13,All Case Types,342,626
08/31/2020,Queens,14,All Case Types,484,952
08/31/2020,Queens,Unknown CD,All Case Types,1053,1755
08/31/2020,Staten Island,1,All Case Types,369,749
08/31/2020,Staten Island,2,All Case Types,53,82
08/31/2020,Staten Island,3,All Case Types,28,49
08/31/2020,Staten Island,Unknown CD,All Case Types,86,132
09/30/2020,Bronx,1,All Case Types,866,1895
09/30/2020,Bronx,2,All Case Types,426,894
09/30/2020,Bronx,3,All Case Types,810,1874
09/30/2020,Bronx,4,All Case Types,900,1987
