Provider Number,Provider Name,Program Number,Program Name,Program County,Program Category,Program Service Type,Program Status,Zip Code of Residence,Total Admissions
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,10472,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,10473,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,10475,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,10535,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,10595,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,10701,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,10705,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11101,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11201,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11203,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11204,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11205,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11206,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11207,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11212,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11214,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11216,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11220,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11222,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11223,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11228,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11233,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11235,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11356,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11373,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11385,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11417,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11434,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11435,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11758,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11762,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,11779,R
166,"PROMESA, Inc.",1183,"PROMESA, Inc. MTA‐R",Bronx,Opioid Treatment Program,MAOT‐A‐Residential,Operational,12308,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10001,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10002,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10003,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10004,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10009,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10025,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10026,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10029,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10031,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10032,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10035,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10038,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10309,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10314,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10451,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10452,11
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10453,15
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10454,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10455,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10456,77
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10457,62
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10458,18
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10459,8
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10460,20
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10462,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10463,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10466,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10467,7
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10468,8
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10469,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10472,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10473,6
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10474,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10475,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10502,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10535,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11205,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11208,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11210,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11218,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11220,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11221,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11229,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11234,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11420,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11432,R
166,"PROMESA, Inc.",1185,"PROMESA, Inc. OTP",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11433,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,07003,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10001,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10017,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10025,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10301,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10304,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10306,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10312,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10314,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10464,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10467,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10468,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11096,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11201,9
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11203,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11204,7
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11205,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11206,7
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11207,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11208,8
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11209,14
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11211,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11212,8
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11213,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11214,12
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11215,6
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11216,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11217,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11218,6
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11219,7
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11220,23
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11221,8
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11222,9
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11223,10
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11224,8
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11225,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11226,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11228,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11229,8
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11230,9
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11231,24
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11232,10
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11233,12
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11235,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11236,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11237,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11238,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11249,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11255,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11368,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11378,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11385,7
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11416,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11420,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11422,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11432,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11433,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11436,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11691,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11692,6
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11694,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11706,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11717,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11757,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11901,R
166,"PROMESA, Inc.",52884,"PROMESA, Inc. OTP 1",Kings,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11953,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10001,6
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10004,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10005,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10009,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10016,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10025,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10026,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10029,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10030,7
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10031,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10032,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10033,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10035,R
166,"PROMESA, Inc.",52934,Ramon Velez Recovery Center OTP,Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10037,R
